timestamp,period_label,hour_of_day,day_of_week,is_weekend,is_public_holiday,is_daytime,is_nighttime,hours_until_night_tariff,tariff_version,base_tariff_rm_per_kwh,discount_rate,effective_tariff_rm_per_kwh,outdoor_temp_c,outdoor_humidity_percent,real_time_workload_count,batch_workload_count,background_workload_count,real_time_cpu_demand_units,batch_cpu_demand_units,background_cpu_demand_units,real_time_ram_demand_units,batch_ram_demand_units,background_ram_demand_units,real_time_network_demand_units,batch_storage_io_demand_units,avg_real_time_latency_requirement_ms,avg_batch_deadline_hours,batch_delayable_percent,required_background_reserve_percent,forecast_real_time_cpu_next_3h,forecast_batch_cpu_next_6h,forecast_effective_tariff_next_6h_avg,building_avg_rack_utilization_percent,building_avg_available_capacity_percent,building_avg_temp_c,total_it_power_kw,total_cooling_power_kw,total_facility_power_kw,pue_estimate,total_water_lph,wue_l_per_kwh,estimated_hourly_energy_cost_rm,estimated_water_liters,target_acb_floor,target_real_time_floor_count,target_batch_floor_count,target_background_reserve_met,floor_1_avg_rack_utilization_percent,floor_1_available_capacity_percent,floor_1_avg_power_kw,floor_1_avg_temp_c,floor_1_water_lph,floor_1_efficiency_score,floor_1_maintenance_rack_percent,floor_2_avg_rack_utilization_percent,floor_2_available_capacity_percent,floor_2_avg_power_kw,floor_2_avg_temp_c,floor_2_water_lph,floor_2_efficiency_score,floor_2_maintenance_rack_percent,floor_3_avg_rack_utilization_percent,floor_3_available_capacity_percent,floor_3_avg_power_kw,floor_3_avg_temp_c,floor_3_water_lph,floor_3_efficiency_score,floor_3_maintenance_rack_percent,floor_4_avg_rack_utilization_percent,floor_4_available_capacity_percent,floor_4_avg_power_kw,floor_4_avg_temp_c,floor_4_water_lph,floor_4_efficiency_score,floor_4_maintenance_rack_percent,floor_5_avg_rack_utilization_percent,floor_5_available_capacity_percent,floor_5_avg_power_kw,floor_5_avg_temp_c,floor_5_water_lph,floor_5_efficiency_score,floor_5_maintenance_rack_percent,floor_6_avg_rack_utilization_percent,floor_6_available_capacity_percent,floor_6_avg_power_kw,floor_6_avg_temp_c,floor_6_water_lph,floor_6_efficiency_score,floor_6_maintenance_rack_percent,floor_7_avg_rack_utilization_percent,floor_7_available_capacity_percent,floor_7_avg_power_kw,floor_7_avg_temp_c,floor_7_water_lph,floor_7_efficiency_score,floor_7_maintenance_rack_percent,floor_8_avg_rack_utilization_percent,floor_8_available_capacity_percent,floor_8_avg_power_kw,floor_8_avg_temp_c,floor_8_water_lph,floor_8_efficiency_score,floor_8_maintenance_rack_percent,floor_9_avg_rack_utilization_percent,floor_9_available_capacity_percent,floor_9_avg_power_kw,floor_9_avg_temp_c,floor_9_water_lph,floor_9_efficiency_score,floor_9_maintenance_rack_percent,floor_10_avg_rack_utilization_percent,floor_10_available_capacity_percent,floor_10_avg_power_kw,floor_10_avg_temp_c,floor_10_water_lph,floor_10_efficiency_score,floor_10_maintenance_rack_percent
2026-03-22 10:00:00,past,10,6,1,0,1,0,12,T2026_Q2,0.5,0.1,0.45,31.07,70.09,334,347,77,161.35,123.27,20.11,135.04,113.63,15.56,102.79,136.61,38.79,10.77,81.4,19,160.44,148.81,0.45,49.95,46.73,26.3,2246.34,1009.11,3255.45,1.449,6624.52,2.949,1464.95,6624.52,6,6,4,1,57.39,36.48,224.73,28.25,654.59,0.816,6.13,50.55,47.46,224.59,26.56,629.33,0.82,2.0,54.97,40.73,247.63,25.75,584.58,0.826,4.3,53.01,43.51,228.89,25.5,674.78,0.763,3.49,56.08,40.23,235.3,27.03,776.24,0.817,3.69,51.69,43.89,237.87,25.89,704.78,0.784,4.42,47.04,49.71,223.88,25.65,567.2,0.722,3.26,40.51,59.49,205.5,26.44,661.59,0.777,0.0,41.95,53.06,217.11,26.6,686.1,0.786,4.99,46.31,52.77,200.82,25.33,685.32,0.78,0.92
2026-03-22 11:00:00,past,11,6,1,0,1,0,11,T2026_Q2,0.5,0.1,0.45,32.29,70.61,375,342,67,167.97,129.85,19.15,152.03,123.8,13.31,132.26,119.66,63.6,9.12,95.0,17,172.05,148.4,0.45,55.1,41.9,26.68,2294.36,968.75,3263.11,1.422,7064.43,3.079,1468.4,7064.43,5,5,5,1,61.87,34.28,236.28,27.01,840.94,0.781,3.85,58.31,38.62,240.54,26.02,608.11,0.82,3.08,53.55,42.16,242.54,25.59,620.72,0.803,4.29,52.55,41.08,233.61,26.49,722.59,0.817,6.37,63.02,36.98,261.57,26.6,729.68,0.793,0.0,48.99,49.11,214.16,27.26,735.81,0.787,1.9,58.77,41.23,212.67,26.57,624.43,0.832,0.0,52.81,45.12,218.44,26.92,674.3,0.858,2.06,40.25,55.74,187.32,27.04,734.4,0.838,4.01,60.91,34.73,247.24,27.32,773.45,0.752,4.36
2026-03-22 12:00:00,past,12,6,1,0,1,0,10,T2026_Q2,0.5,0.1,0.45,31.73,69.63,376,341,83,156.71,124.1,14.12,156.66,113.85,21.57,69.24,151.55,45.88,12.72,78.68,18,165.23,159.99,0.45,50.37,45.67,26.57,2230.28,885.18,3115.46,1.397,7069.74,3.17,1401.96,7069.74,5,5,5,1,58.47,38.91,239.98,27.22,741.78,0.893,2.62,57.33,39.78,238.23,27.65,800.12,0.918,2.88,48.21,45.53,219.77,25.66,659.19,0.726,6.27,63.73,32.43,252.69,26.92,778.2,0.781,3.84,57.21,38.6,233.82,27.86,755.84,0.699,4.19,45.38,51.58,190.45,27.38,674.83,0.766,3.03,42.98,55.29,226.57,26.78,763.75,0.685,1.72,34.89,62.76,207.55,24.42,580.52,0.849,2.35,52.23,40.01,221.97,27.17,752.67,0.91,7.77,43.28,51.85,199.25,24.64,562.84,0.774,4.87
2026-03-22 13:00:00,past,13,6,1,0,1,0,9,T2026_Q2,0.5,0.1,0.45,33.51,83.55,317,305,86,120.68,106.37,23.39,108.18,98.89,14.33,87.47,108.58,34.26,11.38,86.84,18,131.39,110.71,0.45,48.12,47.71,26.32,2068.57,957.21,3025.78,1.463,7392.62,3.574,1361.6,7392.62,5,5,5,1,52.9,44.96,228.72,26.62,726.03,0.803,2.14,61.95,37.85,229.29,26.53,754.7,0.765,0.19,46.7,47.8,213.85,25.57,716.33,0.768,5.5,52.52,43.21,220.4,26.46,737.05,0.78,4.27,45.98,46.59,190.23,26.13,771.5,0.809,7.42,45.3,48.34,209.39,27.47,775.1,0.856,6.36,44.02,55.01,190.13,26.12,709.03,0.764,0.97,52.21,44.13,201.22,26.84,754.62,0.722,3.66,42.27,51.89,194.37,26.44,761.3,0.872,5.84,37.31,57.35,190.97,25.0,686.97,0.723,5.34
2026-03-22 14:00:00,past,14,6,1,0,1,0,8,T2026_Q2,0.5,0.1,0.45,30.19,76.72,397,344,102,172.99,127.14,24.24,152.98,107.98,25.33,134.29,103.44,36.35,6.83,91.06,14,181.56,133.84,0.45,53.12,44.06,26.36,2240.93,1002.55,3243.48,1.447,6793.97,3.032,1459.56,6793.97,5,5,5,1,64.41,32.6,242.01,27.02,740.25,0.921,2.99,54.14,42.22,236.38,26.39,690.4,0.812,3.64,56.86,40.08,247.54,27.06,754.49,0.738,3.06,55.74,40.14,211.0,25.77,631.77,0.834,4.12,57.63,39.26,234.6,27.12,661.84,0.751,3.11,45.96,51.33,218.3,27.31,765.89,0.727,2.71,49.96,46.74,204.83,26.06,671.36,0.868,3.3,53.37,43.62,237.27,27.25,604.57,0.808,3.01,48.17,49.57,196.0,24.76,653.2,0.835,2.27,45.01,54.99,213.0,24.85,620.19,0.74,0.0
2026-03-22 15:00:00,past,15,6,1,0,1,0,7,T2026_Q2,0.5,0.1,0.45,34.15,70.58,360,339,63,144.82,107.04,15.31,161.45,89.88,9.79,129.18,111.71,41.65,12.58,82.16,20,180.75,129.15,0.45,53.31,42.98,26.83,2285.77,999.39,3285.16,1.437,7432.28,3.252,1478.32,7432.28,5,5,5,1,59.87,38.34,235.55,28.03,828.48,0.905,1.79,50.32,45.76,243.04,26.57,710.37,0.761,3.92,60.56,38.38,236.01,26.19,751.52,0.715,1.06,47.79,47.21,194.04,27.52,742.51,0.801,4.99,54.04,41.84,249.38,26.15,720.98,0.827,4.11,53.33,40.62,230.45,27.49,718.88,0.788,6.06,61.59,38.41,231.51,26.91,733.27,0.741,0.0,44.73,50.55,200.16,26.38,754.1,0.841,4.72,51.18,42.35,231.97,26.65,696.39,0.813,6.47,49.69,46.37,233.67,26.45,775.79,0.737,3.94
2026-03-22 16:00:00,past,16,6,1,0,1,0,6,T2026_Q2,0.5,0.1,0.45,32.35,73.06,385,353,90,172.07,124.64,18.09,143.08,100.95,17.71,124.56,149.49,50.16,8.11,90.56,19,170.66,149.17,0.45,54.77,41.79,27.17,2244.31,934.28,3178.59,1.416,7461.43,3.325,1430.37,7461.43,5,5,5,1,63.13,35.44,243.56,27.44,710.51,0.798,1.43,68.36,29.39,249.7,27.57,733.18,0.834,2.25,64.33,35.67,246.68,29.22,828.6,0.695,0.0,67.88,25.11,267.52,28.18,830.77,0.842,7.01,54.25,44.39,226.97,26.25,744.89,0.733,1.36,46.17,47.87,206.42,25.6,605.23,0.779,5.96,55.57,38.41,216.67,28.17,840.7,0.787,6.03,48.31,50.61,225.97,27.8,793.73,0.788,1.08,38.69,56.03,198.71,25.64,593.33,0.732,5.28,41.03,55.03,162.1,25.87,780.49,0.795,3.93
2026-03-22 17:00:00,past,17,6,1,0,1,0,5,T2026_Q2,0.5,0.1,0.45,29.81,80.19,369,366,89,153.5,128.03,19.12,128.02,113.8,20.89,124.18,109.74,58.94,9.96,86.83,15,154.68,135.01,0.383,54.14,42.43,26.3,2253.0,946.16,3199.16,1.42,6898.47,3.062,1439.62,6898.47,5,5,5,1,57.17,40.39,236.11,25.44,663.23,0.834,2.44,47.66,48.75,220.01,26.14,680.56,0.735,3.59,56.04,42.58,246.04,25.81,686.64,0.746,1.38,51.67,44.97,209.78,26.45,569.43,0.8,3.35,38.74,56.46,180.06,26.17,748.07,0.783,4.81,60.2,37.17,234.1,26.21,643.08,0.738,2.63,52.93,40.83,219.45,26.22,676.51,0.799,6.25,69.18,28.18,262.01,26.75,745.43,0.796,2.64,54.58,43.3,218.38,28.04,799.2,0.794,2.12,53.21,41.65,227.06,25.79,686.32,0.833,5.14
2026-03-22 18:00:00,past,18,6,1,0,1,0,4,T2026_Q2,0.5,0.1,0.45,32.71,76.37,413,302,75,196.79,107.52,20.11,139.39,101.81,15.94,140.18,120.61,67.72,11.66,89.61,17,196.22,132.33,0.383,59.18,38.06,26.98,2343.22,1083.93,3427.15,1.463,7539.11,3.217,1542.22,7539.11,6,6,4,1,70.32,26.34,249.62,28.42,845.71,0.782,3.34,68.48,29.74,262.31,26.61,737.08,0.692,1.78,56.77,40.71,225.64,26.03,727.14,0.81,2.52,63.24,30.72,238.53,27.45,731.35,0.826,6.04,62.65,36.71,239.52,27.25,752.89,0.777,0.64,59.03,38.92,219.51,26.99,760.76,0.804,2.05,53.16,42.81,229.4,26.96,796.12,0.759,4.03,54.39,43.09,247.35,26.53,729.07,0.82,2.52,53.72,45.63,218.74,26.53,733.73,0.782,0.65,49.99,45.88,212.61,26.99,725.27,0.805,4.13
2026-03-22 19:00:00,past,19,6,1,0,1,0,3,T2026_Q2,0.5,0.1,0.45,31.9,75.67,336,332,70,140.86,114.49,19.74,105.96,92.25,12.41,113.57,141.28,54.16,10.16,87.56,17,138.39,129.24,0.383,49.66,47.32,26.25,2170.09,793.05,2963.14,1.365,6984.27,3.218,1333.41,6984.27,5,5,5,1,56.09,39.91,238.89,24.54,606.73,0.846,4.0,62.28,33.7,246.5,27.8,864.74,0.707,4.02,53.58,41.93,201.09,26.37,753.91,0.865,4.48,55.53,41.23,231.1,28.03,773.7,0.756,3.25,47.64,52.0,214.56,25.89,609.35,0.724,0.36,54.96,45.04,229.54,25.47,622.1,0.77,0.0,38.24,56.08,191.0,25.59,689.39,0.809,5.68,43.8,53.83,217.36,26.04,736.92,0.762,2.36,36.85,61.18,170.66,25.86,635.24,0.753,1.97,47.64,48.33,229.39,26.95,692.21,0.814,4.03
2026-03-22 20:00:00,past,20,6,1,0,1,0,2,T2026_Q2,0.5,0.1,0.45,33.71,65.99,274,342,72,107.96,126.0,19.27,92.17,128.74,15.56,82.41,128.39,56.87,12.41,89.3,13,101.96,146.71,0.383,52.7,43.74,26.55,2230.44,883.69,3114.13,1.396,6822.99,3.059,1401.36,6822.99,5,5,5,1,49.37,47.7,212.95,24.89,606.38,0.802,2.93,57.84,41.21,222.52,27.64,736.46,0.806,0.94,55.4,43.99,235.94,26.19,707.7,0.872,0.61,48.71,47.77,224.03,26.99,716.22,0.779,3.52,55.91,39.03,222.63,26.43,653.38,0.678,5.07,56.64,38.8,249.61,26.35,622.1,0.759,4.56,58.11,36.96,221.61,26.4,698.37,0.753,4.93,45.2,50.95,207.51,26.6,683.68,0.759,3.85,45.46,49.72,203.85,27.46,743.89,0.783,4.82,54.35,41.32,229.78,26.58,654.82,0.804,4.33
2026-03-22 21:00:00,past,21,6,1,0,1,0,1,T2026_Q2,0.5,0.1,0.45,29.66,72.0,332,362,81,115.52,120.5,17.7,117.92,113.41,16.29,73.31,136.62,46.42,10.98,95.0,13,113.26,130.44,0.383,52.12,43.78,26.26,2216.87,942.41,3159.27,1.425,6961.83,3.14,1421.67,6961.83,4,4,6,1,44.21,48.87,206.37,25.6,726.98,0.852,6.92,53.88,42.61,241.79,26.58,680.15,0.723,3.51,54.28,43.4,221.2,26.83,735.97,0.796,2.31,57.61,42.39,223.95,26.18,697.66,0.762,0.0,55.86,34.87,239.59,26.57,710.82,0.654,9.28,49.54,46.35,212.26,26.14,698.26,0.807,4.11,52.42,47.58,222.41,26.41,705.5,0.823,0.0,50.41,48.13,202.65,25.21,631.15,0.847,1.45,51.8,42.17,224.19,25.87,690.8,0.836,6.03,51.19,41.44,222.45,27.21,684.53,0.807,7.38
2026-03-22 22:00:00,past,22,6,1,0,0,1,0,T2026_Q2,0.35,0.1,0.315,26.69,83.45,195,274,62,83.56,98.66,13.47,79.24,97.96,9.65,52.55,82.62,47.48,15.16,75.45,14,79.06,89.78,0.315,50.55,45.96,25.9,2224.6,942.28,3166.88,1.424,6375.86,2.866,997.57,6375.86,4,4,6,1,49.19,47.69,234.12,25.09,534.35,0.735,3.12,48.93,45.59,202.9,26.77,691.72,0.888,5.48,64.38,30.5,251.9,26.57,630.37,0.808,5.12,44.83,52.99,210.3,25.24,657.07,0.73,2.18,49.06,48.6,226.0,25.44,604.48,0.76,2.34,45.42,53.22,221.52,26.14,706.39,0.707,1.36,47.8,48.41,215.11,25.6,566.44,0.786,3.78,54.37,40.78,236.54,26.5,673.43,0.871,4.85,55.95,37.82,228.93,26.15,692.46,0.772,6.23,45.57,54.02,197.28,25.53,619.17,0.697,0.41
2026-03-22 23:00:00,past,23,6,1,0,0,1,0,T2026_Q2,0.35,0.1,0.315,29.04,83.22,178,321,84,79.53,98.36,15.78,73.46,107.55,15.45,47.21,127.2,45.48,16.79,69.8,16,70.9,84.78,0.315,47.54,50.33,26.3,2129.34,797.01,2926.36,1.374,7175.12,3.37,921.8,7175.12,4,4,6,1,47.22,50.1,199.54,26.71,694.9,0.77,2.67,46.03,53.97,239.06,26.68,706.58,0.748,0.0,40.29,55.61,208.9,26.3,733.49,0.784,4.09,51.13,44.52,216.12,25.87,731.74,0.766,4.35,48.77,51.17,219.46,26.34,698.12,0.699,0.06,43.01,56.99,196.69,24.57,660.01,0.849,0.0,40.62,55.92,188.29,25.45,688.35,0.794,3.46,49.86,49.36,220.15,27.17,752.77,0.828,0.78,47.18,50.34,218.26,26.9,714.6,0.748,2.48,61.32,35.35,222.89,27.04,794.56,0.777,3.33
