timestamp,total_water_l,floor1_water_l,floor2_water_l,roomA_water_l,roomB_water_l,roomC_water_l,roomD_water_l
2026-03-24 21:00:00,201.67,88.23,80.74,28.23,24.71,27.45,17.76
2026-03-24 22:00:00,200.47,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-24 23:00:00,154.05,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-25 00:00:00,155.51,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-25 01:00:00,152.18,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-25 02:00:00,153.58,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-25 03:00:00,150,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-25 04:00:00,153.93,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-25 05:00:00,151.81,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-25 06:00:00,198.69,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-25 07:00:00,198.44,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-25 08:00:00,262.49,120,110.4,38.4,33.6,37.54,24.29
2026-03-25 09:00:00,261.5,120,110.4,38.4,33.6,37.54,24.29
2026-03-25 10:00:00,259.55,120,110.4,38.4,33.6,37.54,24.29
2026-03-25 11:00:00,261.61,120,110.4,38.4,33.6,37.54,24.29
2026-03-25 12:00:00,265.4,120,110.4,38.4,33.6,37.54,24.29
2026-03-25 13:00:00,289.31,131.32,120.81,42.02,36.77,41.08,26.58
2026-03-25 14:00:00,321.28,146.59,134.87,46.91,41.05,45.85,29.67
2026-03-25 15:00:00,353.86,160.13,147.32,51.24,44.84,50.09,32.41
2026-03-25 16:00:00,319.02,145.35,133.72,46.51,40.7,45.46,29.42
2026-03-25 17:00:00,331.89,151.15,139.06,48.37,42.32,47.28,30.59
2026-03-25 18:00:00,365.3,167.56,154.16,53.62,46.92,52.41,33.91
2026-03-25 19:00:00,235.98,102.17,93.49,32.69,28.61,31.79,20.57
2026-03-25 20:00:00,231.91,101.21,92.61,32.39,28.34,31.49,20.37
2026-03-25 21:00:00,216.44,95.29,87.2,30.49,26.68,29.65,19.18
2026-03-25 22:00:00,201.64,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-25 23:00:00,153.62,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-26 00:00:00,154.47,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-26 01:00:00,151.55,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-26 02:00:00,154.28,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-26 03:00:00,152.9,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-26 04:00:00,153.91,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-26 05:00:00,151.25,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-26 06:00:00,200.13,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-26 07:00:00,197.02,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-26 08:00:00,262.83,120,110.4,38.4,33.6,37.54,24.29
2026-03-26 09:00:00,262.3,120,110.4,38.4,33.6,37.54,24.29
2026-03-26 10:00:00,261.49,120,110.4,38.4,33.6,37.54,24.29
2026-03-26 11:00:00,263.86,120,110.4,38.4,33.6,37.54,24.29
2026-03-26 12:00:00,260.72,120,110.4,38.4,33.6,37.54,24.29
2026-03-26 13:00:00,292.84,133.62,122.93,42.76,37.41,41.8,27.05
2026-03-26 14:00:00,326.78,148.45,136.57,47.5,41.56,46.43,30.05
2026-03-26 15:00:00,305.98,140.21,128.99,44.87,39.26,43.86,28.38
2026-03-26 16:00:00,324.85,147.53,135.73,47.21,41.31,46.15,29.86
2026-03-26 17:00:00,378.02,170.26,156.64,54.48,47.67,53.26,34.46
2026-03-26 18:00:00,356.88,163.92,150.8,52.45,45.9,51.27,33.18
2026-03-26 19:00:00,238.61,104.2,95.35,33.34,29.18,32.42,20.98
2026-03-26 20:00:00,232.2,100.55,92.01,32.17,28.15,31.28,20.24
2026-03-26 21:00:00,230.23,99.89,91.41,31.96,27.97,31.08,20.11
2026-03-26 22:00:00,201.63,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-26 23:00:00,152.23,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-27 00:00:00,153.23,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-27 01:00:00,153.51,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-27 02:00:00,152.45,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-27 03:00:00,151.4,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-27 04:00:00,153.7,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-27 05:00:00,151.94,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-27 06:00:00,197.64,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-27 07:00:00,199.23,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-27 08:00:00,263.38,120,110.4,38.4,33.6,37.54,24.29
2026-03-27 09:00:00,260.14,120,110.4,38.4,33.6,37.54,24.29
2026-03-27 10:00:00,261.56,120,110.4,38.4,33.6,37.54,24.29
2026-03-27 11:00:00,262.64,120,110.4,38.4,33.6,37.54,24.29
2026-03-27 12:00:00,263.32,120,110.4,38.4,33.6,37.54,24.29
2026-03-27 13:00:00,285.76,131.34,120.84,42.03,36.78,41.08,26.58
2026-03-27 14:00:00,300.93,137.01,126.05,43.84,38.36,42.86,27.73
2026-03-27 15:00:00,309.29,139.68,128.51,44.7,39.11,43.69,28.27
2026-03-27 16:00:00,352.08,159.26,146.52,50.96,44.59,49.82,32.23
2026-03-27 17:00:00,351.61,159.44,146.69,51.02,44.64,49.87,32.27
2026-03-27 18:00:00,359.68,164.45,151.3,52.62,46.05,51.44,33.28
2026-03-27 19:00:00,258.41,114.25,104.55,36.56,31.99,35.55,23
2026-03-27 20:00:00,229.04,100.34,91.82,32.11,28.1,31.22,20.2
2026-03-27 21:00:00,237.93,103.89,95.06,33.24,29.09,32.32,20.91
2026-03-27 22:00:00,197.9,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-27 23:00:00,155.85,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-28 00:00:00,137.26,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-28 01:00:00,137.15,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-28 02:00:00,136.38,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-28 03:00:00,134.94,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-28 04:00:00,135.34,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-28 05:00:00,137.56,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-28 06:00:00,159.21,65.82,59.83,21.06,18.43,20.34,13.16
2026-03-28 07:00:00,154.7,65.82,59.83,21.06,18.43,20.34,13.16
2026-03-28 08:00:00,185.41,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-28 09:00:00,183.81,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-28 10:00:00,186.76,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-28 11:00:00,186.63,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-28 12:00:00,189.44,80.72,73.73,25.83,22.6,25.07,16.22
2026-03-28 13:00:00,207.73,89.82,82.05,28.74,25.15,27.9,18.05
2026-03-28 14:00:00,206.07,88.21,80.58,28.23,24.7,27.4,17.73
2026-03-28 15:00:00,235.3,99.81,91.17,31.94,27.95,31,20.06
2026-03-28 16:00:00,233.68,101.27,92.51,32.41,28.36,31.45,20.35
2026-03-28 17:00:00,244.67,106.28,97.08,34.01,29.76,33.01,21.36
2026-03-28 18:00:00,233.86,100.23,91.55,32.07,28.06,31.13,20.14
2026-03-28 19:00:00,193.1,79.81,72.55,25.54,22.35,24.67,15.96
2026-03-28 20:00:00,188.82,79.41,72.19,25.41,22.24,24.54,15.88
2026-03-28 21:00:00,178.09,72.88,66.25,23.32,20.41,22.52,14.57
2026-03-28 22:00:00,158.63,65.82,59.83,21.06,18.43,20.34,13.16
2026-03-28 23:00:00,138.7,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-29 00:00:00,139.16,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-29 01:00:00,135.94,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-29 02:00:00,136.41,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-29 03:00:00,136.06,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-29 04:00:00,135.27,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-29 05:00:00,133.97,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-29 06:00:00,159.38,65.82,59.83,21.06,18.43,20.34,13.16
2026-03-29 07:00:00,158.9,65.82,59.83,21.06,18.43,20.34,13.16
2026-03-29 08:00:00,184.81,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-29 09:00:00,187.14,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-29 10:00:00,184.78,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-29 11:00:00,187.59,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-29 12:00:00,184.65,80.4,73.44,25.73,22.51,24.97,16.16
2026-03-29 13:00:00,206.2,88.02,80.4,28.17,24.64,27.34,17.69
2026-03-29 14:00:00,223.37,95.86,87.56,30.67,26.84,29.77,19.26
2026-03-29 15:00:00,231.52,100.8,92.07,32.26,28.22,31.3,20.26
2026-03-29 16:00:00,254.11,108.7,99.29,34.78,30.44,33.76,21.84
2026-03-29 17:00:00,247.28,106.28,97.08,34.01,29.76,33.01,21.36
2026-03-29 18:00:00,266.19,113.69,103.85,36.38,31.83,35.31,22.85
2026-03-29 19:00:00,192.39,80.58,73.25,25.79,22.56,24.91,16.12
2026-03-29 20:00:00,179.43,73.95,67.23,23.67,20.71,22.86,14.79
2026-03-29 21:00:00,173.1,71.7,65.18,22.94,20.08,22.16,14.34
2026-03-29 22:00:00,159.01,65.82,59.83,21.06,18.43,20.34,13.16
2026-03-29 23:00:00,139.86,55.13,49.85,17.64,15.44,16.95,10.97
2026-03-30 00:00:00,155.49,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-30 01:00:00,155.11,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-30 02:00:00,154.26,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-30 03:00:00,152.46,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-30 04:00:00,152.68,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-30 05:00:00,150.55,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-30 06:00:00,198,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-30 07:00:00,201.37,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-30 08:00:00,264.53,120,110.4,38.4,33.6,37.54,24.29
2026-03-30 09:00:00,260.28,120,110.4,38.4,33.6,37.54,24.29
2026-03-30 10:00:00,261.66,120,110.4,38.4,33.6,37.54,24.29
2026-03-30 11:00:00,264.41,120,110.4,38.4,33.6,37.54,24.29
2026-03-30 12:00:00,263.13,120,110.4,38.4,33.6,37.54,24.29
2026-03-30 13:00:00,296.27,134.7,123.93,43.11,37.72,42.14,27.26
2026-03-30 14:00:00,327.91,150.43,138.39,48.14,42.12,47.05,30.45
2026-03-30 15:00:00,350.62,160.46,147.63,51.35,44.93,50.19,32.48
2026-03-30 16:00:00,339.35,155,142.6,49.6,43.4,48.49,31.37
2026-03-30 17:00:00,362.17,164.46,151.3,52.63,46.05,51.44,33.29
2026-03-30 18:00:00,345.15,156.29,143.78,50.01,43.76,48.89,31.63
2026-03-30 19:00:00,273.51,119.44,109.29,38.22,33.44,37.16,24.04
2026-03-30 20:00:00,226.84,98.47,90.11,31.51,27.57,30.64,19.82
2026-03-30 21:00:00,223.31,97.23,88.98,31.11,27.23,30.25,19.57
2026-03-30 22:00:00,203.69,89.33,81.74,28.58,25.01,27.79,17.98
2026-03-30 23:00:00,154.82,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-31 00:00:00,152.8,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-31 01:00:00,155.62,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-31 02:00:00,152.2,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-31 03:00:00,151.94,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-31 04:00:00,152.44,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-31 05:00:00,151.64,63.84,57.98,20.43,17.88,19.71,12.76
2026-03-31 06:00:00,195.48,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-31 07:00:00,198.86,87.6,80.16,28.03,24.53,27.25,17.64
2026-03-31 08:00:00,260.46,120,110.4,38.4,33.6,37.54,24.29
2026-03-31 09:00:00,261.52,120,110.4,38.4,33.6,37.54,24.29
2026-03-31 10:00:00,261.41,120,110.4,38.4,33.6,37.54,24.29
2026-03-31 11:00:00,260.47,120,110.4,38.4,33.6,37.54,24.29
2026-03-31 12:00:00,270.3,123.65,113.76,39.57,34.62,38.68,25.03
2026-03-31 13:00:00,277.1,126.31,116.21,40.42,35.37,39.51,25.57
2026-03-31 14:00:00,352.34,160.54,147.7,51.37,44.95,50.22,32.49
2026-03-31 15:00:00,333.65,151.78,139.64,48.57,42.5,47.48,30.72
2026-03-31 16:00:00,336.81,153.21,140.95,49.03,42.9,47.92,31.01
2026-03-31 17:00:00,366.11,168.04,154.6,53.77,47.05,52.56,34.01
2026-03-31 18:00:00,366.75,166.73,153.39,53.35,46.68,52.15,33.75
2026-03-31 19:00:00,254.18,111.92,102.41,35.81,31.34,34.82,22.53
2026-03-31 20:00:00,230.03,100.27,91.75,32.09,28.08,31.2,20.19
2026-03-31 21:00:00,224.07,96.58,88.37,30.9,27.04,30.05,19.44
2026-03-31 22:00:00,209.15,91.66,83.87,29.33,25.66,28.52,18.45
2026-03-31 23:00:00,154.07,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-01 00:00:00,153.81,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-01 01:00:00,154.28,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-01 02:00:00,154.1,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-01 03:00:00,155.15,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-01 04:00:00,152.32,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-01 05:00:00,151.77,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-01 06:00:00,200.18,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-01 07:00:00,199.53,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-01 08:00:00,260.36,120,110.4,38.4,33.6,37.54,24.29
2026-04-01 09:00:00,259.91,120,110.4,38.4,33.6,37.54,24.29
2026-04-01 10:00:00,264.37,120,110.4,38.4,33.6,37.54,24.29
2026-04-01 11:00:00,264.28,120,110.4,38.4,33.6,37.54,24.29
2026-04-01 12:00:00,261.54,120,110.4,38.4,33.6,37.54,24.29
2026-04-01 13:00:00,289.51,132.07,121.51,42.26,36.98,41.31,26.73
2026-04-01 14:00:00,345.96,157.08,144.51,50.27,43.98,49.14,31.79
2026-04-01 15:00:00,363.6,165.9,152.63,53.09,46.45,51.89,33.58
2026-04-01 16:00:00,358.46,162.14,149.17,51.89,45.4,50.72,32.82
2026-04-01 17:00:00,402.33,183.12,168.47,58.6,51.27,57.28,37.06
2026-04-01 18:00:00,375.51,171.04,157.36,54.73,47.89,53.5,34.62
2026-04-01 19:00:00,260.31,112.3,102.76,35.94,31.44,34.94,22.61
2026-04-01 20:00:00,250.56,109.83,100.5,35.14,30.75,34.17,22.11
2026-04-01 21:00:00,222.63,97.38,89.11,31.16,27.27,30.3,19.6
2026-04-01 22:00:00,219.51,95.08,87.01,30.43,26.62,29.58,19.14
2026-04-01 23:00:00,154.62,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-02 00:00:00,153.38,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-02 01:00:00,152.92,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-02 02:00:00,154.28,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-02 03:00:00,155.6,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-02 04:00:00,154.37,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-02 05:00:00,152.78,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-02 06:00:00,198.2,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-02 07:00:00,198.61,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-02 08:00:00,264.64,120,110.4,38.4,33.6,37.54,24.29
2026-04-02 09:00:00,262.13,120,110.4,38.4,33.6,37.54,24.29
2026-04-02 10:00:00,261.21,120,110.4,38.4,33.6,37.54,24.29
2026-04-02 11:00:00,261.88,120,110.4,38.4,33.6,37.54,24.29
2026-04-02 12:00:00,267.48,122.16,112.38,39.09,34.2,38.21,24.72
2026-04-02 13:00:00,302.83,138.47,127.39,44.31,38.77,43.31,28.03
2026-04-02 14:00:00,319.48,145.99,134.31,46.72,40.88,45.67,29.55
2026-04-02 15:00:00,389.49,175.66,161.61,56.21,49.18,54.95,35.55
2026-04-02 16:00:00,402.36,182.27,167.69,58.33,51.04,57.01,36.89
2026-04-02 17:00:00,390.37,177.35,163.16,56.75,49.66,55.48,35.9
2026-04-02 18:00:00,363.74,164.81,151.62,52.74,46.15,51.55,33.36
2026-04-02 19:00:00,259.64,112.85,103.26,36.11,31.6,35.11,22.72
2026-04-02 20:00:00,239.34,104.75,95.86,33.52,29.33,32.59,21.09
2026-04-02 21:00:00,246.89,107.87,98.71,34.52,30.2,33.56,21.72
2026-04-02 22:00:00,201.13,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-02 23:00:00,155.45,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-03 00:00:00,154.4,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-03 01:00:00,154.3,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-03 02:00:00,153.46,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-03 03:00:00,154.48,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-03 04:00:00,152.46,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-03 05:00:00,153.93,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-03 06:00:00,200.8,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-03 07:00:00,201.33,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-03 08:00:00,259.38,120,110.4,38.4,33.6,37.54,24.29
2026-04-03 09:00:00,263.34,120,110.4,38.4,33.6,37.54,24.29
2026-04-03 10:00:00,263.01,120,110.4,38.4,33.6,37.54,24.29
2026-04-03 11:00:00,260.9,120,110.4,38.4,33.6,37.54,24.29
2026-04-03 12:00:00,283.66,128.74,118.44,41.2,36.05,40.27,26.06
2026-04-03 13:00:00,293.48,133.36,122.69,42.68,37.34,41.72,26.99
2026-04-03 14:00:00,319.34,145.22,133.6,46.47,40.66,45.43,29.39
2026-04-03 15:00:00,348.07,159.57,146.81,51.06,44.68,49.91,32.3
2026-04-03 16:00:00,372.44,169,155.48,54.08,47.32,52.86,34.21
2026-04-03 17:00:00,364.86,165.99,152.71,53.12,46.48,51.92,33.6
2026-04-03 18:00:00,402.84,184.62,169.85,59.08,51.69,57.75,37.37
2026-04-03 19:00:00,285.77,124.22,113.67,39.75,34.78,38.65,25.01
2026-04-03 20:00:00,244.66,107.05,97.95,34.25,29.97,33.3,21.55
2026-04-03 21:00:00,219.37,95.81,87.67,30.66,26.83,29.81,19.29
2026-04-03 22:00:00,212.59,92.8,84.92,29.7,25.98,28.87,18.68
2026-04-03 23:00:00,154.05,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-04 00:00:00,135.84,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-04 01:00:00,137.09,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-04 02:00:00,134.59,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-04 03:00:00,135.82,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-04 04:00:00,135.5,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-04 05:00:00,136,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-04 06:00:00,155.74,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-04 07:00:00,155.25,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-04 08:00:00,186.22,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-04 09:00:00,186.66,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-04 10:00:00,187.19,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-04 11:00:00,190.55,82.53,75.39,26.41,23.11,25.63,16.58
2026-04-04 12:00:00,216.17,93.15,85.09,29.81,26.08,28.93,18.72
2026-04-04 13:00:00,202.91,87.55,79.97,28.02,24.51,27.19,17.59
2026-04-04 14:00:00,265.57,114.17,104.28,36.53,31.97,35.46,22.94
2026-04-04 15:00:00,266.04,114.71,104.78,36.71,32.12,35.62,23.05
2026-04-04 16:00:00,264.98,113.72,103.87,36.39,31.84,35.32,22.85
2026-04-04 17:00:00,288.92,123.13,112.47,39.4,34.48,38.24,24.74
2026-04-04 18:00:00,289.03,123.5,112.81,39.52,34.58,38.36,24.82
2026-04-04 19:00:00,221.57,92.59,84.17,29.63,25.93,28.62,18.52
2026-04-04 20:00:00,223.64,91.43,83.11,29.26,25.6,28.26,18.28
2026-04-04 21:00:00,206.59,84.82,77.11,27.14,23.75,26.22,16.96
2026-04-04 22:00:00,183.08,74.89,68.08,23.96,20.97,23.15,14.98
2026-04-04 23:00:00,137.71,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-05 00:00:00,135.67,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-05 01:00:00,136.9,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-05 02:00:00,135.86,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-05 03:00:00,135.63,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-05 04:00:00,137.2,55.13,49.85,17.64,15.44,16.95,10.97
